"","UGT71C5_pwg","UGT71C5_t.statistic","UGT71C4_pwg","UGT71C4_t.statistic","UGT71C3_pwg","UGT71C3_t.statistic","AT1G50580_pwg","AT1G50580_t.statistic","AT1G64910_pwg","AT1G64910_t.statistic","AT1G64920_pwg","AT1G64920_t.statistic","AT2G18560_pwg","AT2G18560_t.statistic","AT2G18570_pwg","AT2G18570_t.statistic","AT2G22590_pwg","AT2G22590_t.statistic","AT2G22930_pwg","AT2G22930_t.statistic","MAX1_pwg","MAX1_t.statistic","AT2G29710_pwg","AT2G29710_t.statistic","UGT71D1_pwg","UGT71D1_t.statistic","UGT71C2_pwg","UGT71C2_t.statistic","UGT71C1_pwg","UGT71C1_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT3G11180_pwg","AT3G11180_t.statistic","UGT71B1_pwg","UGT71B1_t.statistic","HYR1_pwg","HYR1_t.statistic","UGT71B6_pwg","UGT71B6_t.statistic","AT3G21790_pwg","AT3G21790_t.statistic","UGT71B8_pwg","UGT71B8_t.statistic","AT3G29630_pwg","AT3G29630_t.statistic","UGT72E1_pwg","UGT72E1_t.statistic","TT6_pwg","TT6_t.statistic","TT5_pwg","TT5_t.statistic","JRG21_pwg","JRG21_t.statistic","AT4G09500_pwg","AT4G09500_t.statistic","AT4G15260_pwg","AT4G15260_t.statistic","AT4G16330_pwg","AT4G16330_t.statistic","AT4G22870_pwg","AT4G22870_t.statistic","TT18_pwg","TT18_t.statistic","AT4G27560_pwg","AT4G27560_t.statistic","AT4G27570_pwg","AT4G27570_t.statistic","AT4G36770_pwg","AT4G36770_t.statistic","AT5G05600_pwg","AT5G05600_t.statistic","FLS1_pwg","FLS1_t.statistic","AT5G12270_pwg","AT5G12270_t.statistic","TT4_pwg","TT4_t.statistic","UGT78D3_pwg","UGT78D3_t.statistic","AT5G17040_pwg","AT5G17040_t.statistic","UGT78D2_pwg","UGT78D2_t.statistic","UGT72E3_pwg","UGT72E3_t.statistic","TT3_pwg","TT3_t.statistic","AT5G49690_pwg","AT5G49690_t.statistic","AT5G53990_pwg","AT5G53990_t.statistic","AT5G54010_pwg","AT5G54010_t.statistic","UF3GT_pwg","UF3GT_t.statistic","AT5G65550_pwg","AT5G65550_t.statistic","UGT72E2_pwg","UGT72E2_t.statistic"
"TGA9","TGA9",29.9526567999917,"NFD5",23.3651716707713,"IAA30",29.5923130894223,"NGA3",0,"AT1G01350",0,"GIF2",0,"IAA30",25.098443849833,"IAA30",25.098443849833,"ETC1",0,"LHY1",25.5390620993178,"HYH",22.3488240122303,"RVE1",16.5909261110915,"RVE1",16.5909261110915,"LHY1",0,"GIF2",0,"COL2",22.118187260753,"MYB0",33.7345419220127,"AT1G01260",0,"SIAA1",25.4053478472667,"IAA2",30.675084357534,"IAA2",33.783515776709,"STOP1",30.5181448302363,"AGL28",0,"LHY1",0,"PAP2",29.2133276901858,"COL2",24.5272918965932,"COL2",25.2574825964765,"EGL3",13.4339898794784,"PAP2",16.0637265429851,"IAA30",27.8901111213751,"NFD5",26.7644966948563,"GT2",20.7980800281938,"GT2",20.7980800281938,"RVE8",19.9463186025692,"RVE8",19.9463186025692,"AT2G18300",20.2624159407357,"STY2",27.750007710264,"IAA2",31.7160887230329,"ASG4",0,"TT8",26.4434675526642,"ETC1",0,"AT1G01350",0,"TT8",23.4783577462541,"LHY1",0,"TIFY9",23.9514367690226,"NGA3",0,"ASG4",0,"ASG4",0,"WRKY44",20.5304257390373,"ETC1",0,"NAC001",0
"Rap2.6L","Rap2.6L",29.6913432991404,"AL5",21.8077740352374,"PAN",29.2183337592731,"LHY1",0,"ETC1",0,"AT1G01250",0,"PAN",23.4924274818955,"PAN",23.4924274818955,"ASG4",0,"COL2",25.3390863648887,"LHY1",22.2249318182917,"IAA7",16.431934091015,"IAA7",16.431934091015,"GIF2",0,"AT1G01250",0,"SIAA1",20.0977055848029,"NFD5",33.6661889303582,"AT1G01350",0,"PAP2",24.9654166626103,"PS1",28.3703561755925,"Rap2.6L",33.5199116256393,"TLP2",30.3085703081104,"ATAF1",0,"GIF2",0,"AT5G66940",28.7749999390506,"PAP2",24.4746802547394,"IDD2",24.9705923963896,"TT8",10.8253582404614,"NAC001",0,"TIFY9",27.8548685313532,"COL1",24.4849940746546,"EGL3",19.1878359871989,"EGL3",19.1878359871989,"PAP2",16.9246779161821,"PAP2",16.9246779161821,"EGL3",18.3872559996207,"COL2",26.1188542946664,"STOP1",29.6005413683496,"AGL28",0,"STY2",26.2096622475884,"ASG4",0,"ETC1",0,"UNE16",23.3972280653715,"GIF2",0,"PAP2",23.1876545242119,"LHY1",0,"AGL28",0,"AGL28",0,"RVE1",19.6175555936056,"ASG4",0,"NGA3",0
"ORE14","ORE14",27.837433483454,"COL1",21.6283406883426,"HDG12",26.2640996788042,"GIF2",0,"ASG4",0,"AT1G01260",0,"RVE1",23.4471982862847,"RVE1",23.4471982862847,"AGL28",0,"CCA1",24.861801746517,"PAN",20.9924294650632,"WRKY44",7.50971968031728,"WRKY44",7.50971968031728,"AT1G01250",0,"AT1G01260",0,"STOP1",17.2495103563491,"STY2",32.5751159645432,"ETC1",0,"CCA1",24.0128310331893,"CCA1",28.1442657377071,"STOP1",29.4732281487744,"HDG12",28.2206328127499,"PLIM2b",0,"AT1G01250",0,"JAG",28.4141298259356,"RVE8",23.7353218117299,"TT8",24.8406508820733,"NAC001",0,"NGA3",0,"HDG11",21.8439611661807,"UNE16",22.8391728635346,"WRKY44",19.1583021034697,"WRKY44",19.1583021034697,"IAA7",15.3643390164074,"IAA7",15.3643390164074,"IAA7",16.8047310456822,"SIAA1",25.8259962234461,"RAP2.3",23.5847404620276,"ATAF1",0,"MYB0",25.6687833298441,"AGL28",0,"ASG4",0,"CCA1",23.0346864063217,"AT1G01250",0,"RAP2.3",22.452279494325,"GIF2",0,"ATAF1",0,"ATAF1",0,"RAP2.3",18.85334304886,"AGL28",0,"LHY1",0
"STOP1","STOP1",27.7891095036037,"HDG12",19.5545650604317,"TT8",25.7189426895753,"AT1G01250",0,"AGL28",0,"AT1G01350",0,"ASG4",23.4380784067823,"ASG4",23.4380784067823,"ATAF1",0,"AT5G66940",16.812739514998,"IAA12",20.003234012218,"NAC001",0,"NAC001",0,"AT1G01260",0,"AT1G01350",0,"NAC001",0,"UNE16",32.0551274264422,"ASG4",0,"HYH",23.8112896904378,"IAA30",26.5728728850031,"ASG4",27.4513687495011,"Rap2.6L",27.7876874545382,"AT1G01920",0,"AT1G01260",0,"STOP1",26.7712964888415,"IAA2",23.7111732724711,"STOP1",24.6150220328516,"NGA3",0,"LHY1",0,"EGL3",19.8780049064492,"HDG12",22.6247201518061,"AT2G18300",10.1254291633283,"AT2G18300",10.1254291633283,"COL1",15.0712269964413,"COL1",15.0712269964413,"NAC001",0,"IAA12",25.6781661621753,"COL2",22.7013959600521,"PLIM2b",0,"IDD2",24.458047331032,"ATAF1",0,"AGL28",0,"PAN",22.6727274800433,"AT1G01260",0,"WRKY44",20.3641971739297,"AT1G01250",0,"PLIM2b",0,"PLIM2b",0,"AT2G18300",12.2886739431906,"ATAF1",0,"GIF2",0
"STY2","STY2",26.5064853726775,"EGL3",19.0146159029308,"HDG11",25.1195977066411,"AT1G01260",0,"ATAF1",0,"ETC1",0,"HDG12",23.0045284888988,"HDG12",23.0045284888988,"PLIM2b",0,"EGL3",15.6613470447576,"EGL3",10.7190834553075,"NGA3",0,"NGA3",0,"AT1G01350",0,"ETC1",0,"NGA3",0,"RVE1",30.0642615429235,"AGL28",0,"RVE8",23.4490797713938,"LHY1",23.7133990096191,"HDG11",23.8292526964011,"IAA30",27.3210555139291,"NAC003",0,"AT1G01350",0,"TIFY9",25.0290381335691,"ASG4",23.1140751504508,"IAA2",21.1075542044748,"LHY1",0,"GIF2",0,"RAP2.3",17.9419903275151,"Rap2.6L",22.2130750242002,"NAC001",0,"NAC001",0,"LHY1",13.730900288249,"LHY1",13.730900288249,"NGA3",0,"IAA7",25.0280637877946,"TT8",21.8943821722012,"AT1G01920",0,"PAP2",23.8705604362569,"PLIM2b",0,"ATAF1",0,"LHY1",21.7418472971409,"AT1G01350",0,"EGL3",19.3162829253016,"AT1G01260",0,"AT1G01920",0,"AT1G01920",0,"AT1G68520",9.00642203153253,"PLIM2b",0,"AT1G01250",0
"IDD2","IDD2",25.7168947104088,"SRS6",18.8057874742116,"GT2",23.940963481595,"AT1G01350",0,"PLIM2b",0,"AGL28",0,"COL1",22.4460425476209,"COL1",22.4460425476209,"AT1G01920",0,"NAC001",0,"NAC001",0,"LHY1",0,"LHY1",0,"ETC1",0,"ASG4",0,"LHY1",0,"JAG",26.7541609964957,"ATAF1",0,"AT1G68520",21.8151721280053,"ZHD3",21.8812236958121,"EGL3",20.8113320852482,"MYB0",26.9179879583493,"NAC005",0,"ETC1",0,"Rap2.6L",23.5891275780212,"UNE16",22.7515387477314,"HDG11",20.3658094826298,"GIF2",0,"AT1G01250",0,"AT2G18300",16.6099345849853,"TLP2",21.7826258866131,"NGA3",0,"NGA3",0,"AT2G18300",11.0324795226695,"AT2G18300",11.0324795226695,"LHY1",0,"AT2G18300",24.3417256176054,"GT2",21.4327242625547,"NAC003",0,"STOP1",23.5471923077093,"AT1G01920",0,"PLIM2b",0,"Rap2.6L",20.5982648096509,"ETC1",0,"AT2G18300",9.55011267162736,"AT1G01350",0,"NAC003",0,"NAC003",0,"NAC001",0,"AT1G01920",0,"AT1G01260",0
"LHY1","LHY1",25.5786580701706,"PAN",18.468913911331,"STY2",22.4762748913879,"ETC1",0,"AT1G01920",0,"ATAF1",0,"STY2",22.197250854071,"STY2",22.197250854071,"NAC003",0,"NGA3",0,"NGA3",0,"GIF2",0,"GIF2",0,"ASG4",0,"AGL28",0,"GIF2",0,"EGL3",24.7027799909118,"PLIM2b",0,"LHY1",21.460103539093,"AT2G18300",20.5323547005925,"COL1",20.1017305082356,"HDG11",26.9128156843447,"RSF1",0,"ASG4",0,"HYH",23.0794060695458,"GT2",18.4512306207814,"IAA12",20.1484214621212,"AT1G01250",0,"AT1G01260",0,"NAC001",0,"HDG11",21.3307226133633,"LHY1",0,"LHY1",0,"NAC001",0,"NAC001",0,"GIF2",0,"STOP1",24.2868094627246,"AL5",21.1100918780522,"NAC005",0,"TIFY9",22.5923397365877,"NAC003",0,"AT1G01920",0,"COL2",18.5496794477868,"ASG4",0,"NAC001",0,"ETC1",0,"NAC005",0,"NAC005",0,"NGA3",0,"NAC003",0,"AT1G01350",0
"RAP2.3","RAP2.3",23.4744529920548,"SIAA1",18.2217807631117,"Rap2.6L",22.0300913002505,"ASG4",0,"NAC003",0,"PLIM2b",0,"COL2",21.3844021134143,"COL2",21.3844021134143,"NAC005",0,"GIF2",0,"GIF2",0,"AT1G01250",0,"AT1G01250",0,"AGL28",0,"ATAF1",0,"AT1G01250",0,"AT5G66940",23.4375178171092,"AT1G01920",0,"AT2G18300",21.1215730757977,"AT1G68520",20.451300192242,"UNE16",19.5174738666216,"TT8",26.7272946885954,"SDG5",0,"AGL28",0,"IDD2",22.7580269491188,"AL5",17.6352103191557,"AL5",19.1513106056855,"AT1G01260",0,"AT1G01350",0,"NGA3",0,"HYH",20.8749110663214,"GIF2",0,"GIF2",0,"NGA3",0,"NGA3",0,"AT1G01250",0,"AL5",22.4519693006711,"UNE16",21.0793149441818,"RSF1",0,"UNE16",21.7644782482418,"NAC005",0,"NAC003",0,"COL1",18.1862641572562,"AGL28",0,"NGA3",0,"ASG4",0,"RSF1",0,"RSF1",0,"LHY1",0,"NAC005",0,"ETC1",0
"GT2","GT2",23.4391154597221,"MYB39",14.3658581744746,"ASG4",21.8062769796304,"AGL28",0,"NAC005",0,"AT1G01920",0,"Rap2.6L",21.0145942358024,"Rap2.6L",21.0145942358024,"RSF1",0,"AT1G01250",0,"AT1G01250",0,"AT1G01260",0,"AT1G01260",0,"ATAF1",0,"PLIM2b",0,"AT1G01260",0,"PAN",22.8076649085325,"NAC003",0,"IAA30",20.2207401362412,"IDD2",18.248680443763,"NAC001",0,"PAP2",26.1236105364853,"AT1G03040",0,"ATAF1",0,"PAN",21.8568473661779,"WRKY44",16.8273360791169,"HDG12",18.6254257435247,"AT1G01350",0,"ETC1",0,"LHY1",0,"IDD2",20.7662305642128,"AT1G01250",0,"AT1G01250",0,"GIF2",0,"GIF2",0,"AT1G01260",0,"RAP2.3",22.4030195105237,"HDG11",18.9574323562868,"SDG5",0,"LHY1",21.7455984232564,"RSF1",0,"NAC005",0,"TLP2",18.178354540581,"ATAF1",0,"LHY1",0,"AGL28",0,"SDG5",0,"SDG5",0,"GIF2",0,"RSF1",0,"ASG4",0
"RVE8","RVE8",23.399425784103,"NAC001",0,"STOP1",21.2221054584898,"ATAF1",0,"RSF1",0,"NAC003",0,"HDG11",16.7747279382164,"HDG11",16.7747279382164,"SDG5",0,"AT1G01260",0,"AT1G01260",0,"AT1G01350",0,"AT1G01350",0,"PLIM2b",0,"AT1G01920",0,"AT1G01350",0,"HYH",21.8288951458787,"NAC005",0,"IDD2",18.5889223704719,"STOP1",17.7886177040925,"NGA3",0,"AT2G18300",24.5222704244226,"NAC006",0,"PLIM2b",0,"GT2",21.5256114022675,"HYH",16.3628420130246,"TLP2",17.5646182968598,"ETC1",0,"ASG4",0,"GIF2",0,"RVE8",20.5237265214493,"AT1G01260",0,"AT1G01260",0,"AT1G01250",0,"AT1G01250",0,"AT1G01350",0,"Rap2.6L",21.4673412023622,"RVE1",18.3789089487478,"AT1G03040",0,"CCA1",21.465358051267,"SDG5",0,"RSF1",0,"HYH",18.1758375676133,"PLIM2b",0,"GIF2",0,"ATAF1",0,"AT1G03040",0,"AT1G03040",0,"AT1G01250",0,"SDG5",0,"AGL28",0
"COL2","COL2",23.2273376079653,"NGA3",0,"AT1G68520",17.457951155428,"PLIM2b",0,"SDG5",0,"NAC005",0,"IAA2",15.9197802250915,"IAA2",15.9197802250915,"AT1G03040",0,"AT1G01350",0,"AT1G01350",0,"ETC1",0,"ETC1",0,"AT1G01920",0,"NAC003",0,"ETC1",0,"IDD2",19.8328584517773,"RSF1",0,"TT8",16.0149528071892,"MYB0",12.9710914343983,"LHY1",0,"PAN",23.9429942819584,"SOM",0,"AT1G01920",0,"HDG12",20.9478304206618,"ZHD3",15.4933884109791,"SIAA1",16.604145618898,"ASG4",0,"AGL28",0,"AT1G01250",0,"STY2",20.0342624342658,"AT1G01350",0,"AT1G01350",0,"AT1G01260",0,"AT1G01260",0,"ETC1",0,"HDG12",19.5825030931851,"PAP2",18.1345443425497,"NAC006",0,"ZHD3",20.7455932431264,"AT1G03040",0,"SDG5",0,"GT2",17.7033379281246,"AT1G01920",0,"AT1G01250",0,"PLIM2b",0,"NAC006",0,"NAC006",0,"AT1G01260",0,"AT1G03040",0,"ATAF1",0
"HDG12","HDG12",23.0539030642625,"LHY1",0,"EGL3",16.5597788871058,"AT1G01920",0,"AT1G03040",0,"RSF1",0,"AT1G68520",15.2534679720232,"AT1G68520",15.2534679720232,"NAC006",0,"ETC1",0,"ETC1",0,"ASG4",0,"ASG4",0,"NAC003",0,"NAC005",0,"ASG4",0,"CCA1",19.6658778387629,"SDG5",0,"MYB0",10.8342065135077,"EGL3",12.0052651056411,"GIF2",0,"GT2",23.4358872757546,"MGP",0,"NAC003",0,"RVE8",20.5815751641147,"RVE1",15.4549587597461,"WRKY44",16.3858825987876,"AGL28",0,"ATAF1",0,"AT1G01260",0,"SIAA1",19.9585321965153,"ETC1",0,"ETC1",0,"AT1G01350",0,"AT1G01350",0,"ASG4",0,"PAN",19.4594506913901,"HYH",17.9820225322473,"SOM",0,"COL2",20.3875283780985,"NAC006",0,"AT1G03040",0,"WRKY44",17.5996382556084,"NAC003",0,"AT1G01260",0,"AT1G01920",0,"SOM",0,"SOM",0,"AT1G01350",0,"NAC006",0,"PLIM2b",0
"ASG4","ASG4",22.9086231779309,"GIF2",0,"NAC001",0,"NAC003",0,"NAC006",0,"SDG5",0,"AT2G18300",13.8348080003545,"AT2G18300",13.8348080003545,"SOM",0,"ASG4",0,"AGL28",0,"AGL28",0,"AGL28",0,"NAC005",0,"RSF1",0,"AGL28",0,"COL2",17.8367945832133,"AT1G03040",0,"NAC001",0,"NAC001",0,"AT1G01250",0,"RAP2.3",22.9042148303757,"GBF4",0,"NAC005",0,"TT8",20.2209586629357,"COL1",13.1864810927249,"HYH",16.1017628357161,"ATAF1",0,"PLIM2b",0,"AT1G01350",0,"PAN",19.796190605633,"ASG4",0,"ASG4",0,"ETC1",0,"ETC1",0,"AGL28",0,"EGL3",18.3289027036284,"IAA7",17.1953226555428,"MGP",0,"GT2",19.7749941157694,"SOM",0,"NAC006",0,"RVE8",16.6234218225125,"NAC005",0,"AT1G01350",0,"NAC003",0,"MGP",0,"MGP",0,"ETC1",0,"SOM",0,"AT1G01920",0
"PAN","PAN",22.5835114063019,"AT1G01250",0,"NGA3",0,"NAC005",0,"SOM",0,"AT1G03040",0,"GT2",12.8763698033585,"GT2",12.8763698033585,"MGP",0,"AGL28",0,"ATAF1",0,"ATAF1",0,"ATAF1",0,"RSF1",0,"SDG5",0,"ATAF1",0,"Rap2.6L",17.2514591806192,"NAC006",0,"NGA3",0,"NGA3",0,"AT1G01260",0,"IAA2",21.6266421028378,"SUVR1",0,"RSF1",0,"AT1G68520",19.7706616635238,"AT2G18300",10.9365245293559,"GT2",15.6208235729153,"PLIM2b",0,"AT1G01920",0,"ETC1",0,"GT2",19.2705802047235,"AGL28",0,"AGL28",0,"ASG4",0,"ASG4",0,"ATAF1",0,"TT8",18.0113373407984,"SIAA1",16.4423374442077,"GBF4",0,"AL5",19.243235063784,"MGP",0,"SOM",0,"AL5",15.57827568005,"RSF1",0,"ETC1",0,"NAC005",0,"GBF4",0,"GBF4",0,"ASG4",0,"MGP",0,"NAC003",0
"HYH","HYH",22.1996885320625,"AT1G01260",0,"LHY1",0,"RSF1",0,"MGP",0,"NAC006",0,"EGL3",12.0944925563162,"EGL3",12.0944925563162,"GBF4",0,"ATAF1",0,"PLIM2b",0,"PLIM2b",0,"PLIM2b",0,"SDG5",0,"AT1G03040",0,"PLIM2b",0,"HDG12",16.7866273878135,"SOM",0,"GIF2",0,"GIF2",0,"AT1G01350",0,"COL2",17.7397665944547,"IAA10",0,"SDG5",0,"TLP2",19.2423130824614,"IAA7",8.63884291640541,"AT1G68520",14.5466941945687,"AT1G01920",0,"NAC003",0,"ASG4",0,"COL2",18.9452952021191,"ATAF1",0,"ATAF1",0,"AGL28",0,"AGL28",0,"PLIM2b",0,"RVE8",16.383525110002,"EGL3",16.0109260234899,"SUVR1",0,"WRKY44",18.0795622484202,"GBF4",0,"MGP",0,"RVE1",14.8524048122169,"SDG5",0,"ASG4",0,"RSF1",0,"SUVR1",0,"SUVR1",0,"AGL28",0,"GBF4",0,"NAC005",0
"IAA2","IAA2",20.0195254566911,"AT1G01350",0,"GIF2",0,"SDG5",0,"GBF4",0,"SOM",0,"IAA7",11.3224382895736,"IAA7",11.3224382895736,"SUVR1",0,"PLIM2b",0,"AT1G01920",0,"AT1G01920",0,"AT1G01920",0,"AT1G03040",0,"NAC006",0,"AT1G01920",0,"COL1",16.6857178592423,"MGP",0,"AT1G01250",0,"AT1G01250",0,"ETC1",0,"SIAA1",17.6112033621161,"SHY2",0,"AT1G03040",0,"LHY1",19.216343688751,"NAC001",0,"EGL3",9.099412649781,"NAC003",0,"NAC005",0,"AGL28",0,"LHY1",18.83746256187,"PLIM2b",0,"PLIM2b",0,"ATAF1",0,"ATAF1",0,"AT1G01920",0,"AT1G68520",10.0751120194685,"WRKY44",10.5821394538241,"IAA10",0,"RAP2.3",17.5927385183228,"SUVR1",0,"GBF4",0,"AT2G18300",14.6403731282164,"AT1G03040",0,"AGL28",0,"SDG5",0,"IAA10",0,"IAA10",0,"ATAF1",0,"SUVR1",0,"RSF1",0
"HDG11","HDG11",19.7848248081288,"ETC1",0,"AT1G01250",0,"AT1G03040",0,"SUVR1",0,"MGP",0,"WRKY44",5.84092688197246,"WRKY44",5.84092688197246,"IAA10",0,"AT1G01920",0,"NAC003",0,"NAC003",0,"NAC003",0,"NAC006",0,"SOM",0,"NAC003",0,"LHY1",15.4943200316707,"GBF4",0,"AT1G01260",0,"AT1G01260",0,"AGL28",0,"IAA7",13.957999754746,"IAA17",0,"NAC006",0,"EGL3",17.5807872032138,"NGA3",0,"AT2G18300",8.58204972520467,"NAC005",0,"RSF1",0,"ATAF1",0,"TT8",18.0553608599829,"AT1G01920",0,"AT1G01920",0,"PLIM2b",0,"PLIM2b",0,"NAC003",0,"NAC001",0,"NAC001",0,"SHY2",0,"HYH",13.8847780794087,"IAA10",0,"SUVR1",0,"AT1G68520",13.9827400242894,"NAC006",0,"ATAF1",0,"AT1G03040",0,"SHY2",0,"SHY2",0,"PLIM2b",0,"IAA10",0,"SDG5",0
"CCA1","CCA1",19.2564580252399,"ASG4",0,"AT1G01260",0,"NAC006",0,"IAA10",0,"GBF4",0,"NAC001",0,"NAC001",0,"SHY2",0,"NAC003",0,"NAC005",0,"NAC005",0,"NAC005",0,"SOM",0,"MGP",0,"NAC005",0,"RVE8",14.1827265364977,"SUVR1",0,"AT1G01350",0,"AT1G01350",0,"ATAF1",0,"EGL3",13.9539279384749,"AT1G04500",0,"SOM",0,"HDG11",16.2181528212185,"GIF2",0,"NAC001",0,"RSF1",0,"SDG5",0,"PLIM2b",0,"EGL3",13.4645295239797,"NAC003",0,"NAC003",0,"AT1G01920",0,"AT1G01920",0,"NAC005",0,"NGA3",0,"NGA3",0,"IAA17",0,"AT2G18300",11.4235301870593,"SHY2",0,"IAA10",0,"IAA7",10.0409887517225,"SOM",0,"PLIM2b",0,"NAC006",0,"IAA17",0,"IAA17",0,"AT1G01920",0,"SHY2",0,"AT1G03040",0
"TIFY9","TIFY9",17.7647726476547,"AGL28",0,"AT1G01350",0,"SOM",0,"SHY2",0,"SUVR1",0,"NGA3",0,"NGA3",0,"IAA17",0,"NAC005",0,"RSF1",0,"RSF1",0,"RSF1",0,"MGP",0,"GBF4",0,"RSF1",0,"NAC001",0,"IAA10",0,"ETC1",0,"ETC1",0,"PLIM2b",0,"NAC001",0,"IAA12",0,"MGP",0,"ASG4",15.5211336637294,"AT1G01250",0,"NGA3",0,"SDG5",0,"AT1G03040",0,"AT1G01920",0,"NAC001",0,"NAC005",0,"NAC005",0,"NAC003",0,"NAC003",0,"RSF1",0,"LHY1",0,"LHY1",0,"AT1G04500",0,"NAC001",0,"IAA17",0,"SHY2",0,"NAC001",0,"MGP",0,"AT1G01920",0,"SOM",0,"AT1G04500",0,"AT1G04500",0,"NAC003",0,"IAA17",0,"NAC006",0
"EGL3","EGL3",16.9827729340957,"ATAF1",0,"ETC1",0,"MGP",0,"IAA17",0,"IAA10",0,"GIF2",0,"GIF2",0,"AT1G04500",0,"RSF1",0,"SDG5",0,"SDG5",0,"SDG5",0,"GBF4",0,"SUVR1",0,"SDG5",0,"NGA3",0,"SHY2",0,"ASG4",0,"ASG4",0,"AT1G01920",0,"NGA3",0,"AT1G04880",0,"GBF4",0,"IAA2",15.1396398081331,"AT1G01260",0,"LHY1",0,"AT1G03040",0,"NAC006",0,"NAC003",0,"NGA3",0,"RSF1",0,"RSF1",0,"NAC005",0,"NAC005",0,"SDG5",0,"GIF2",0,"GIF2",0,"IAA12",0,"NGA3",0,"AT1G04500",0,"IAA17",0,"NGA3",0,"GBF4",0,"NAC003",0,"MGP",0,"IAA12",0,"IAA12",0,"NAC005",0,"AT1G04500",0,"SOM",0
"TLP2","TLP2",16.0603108612761,"PLIM2b",0,"AGL28",0,"GBF4",0,"AT1G04500",0,"SHY2",0,"AT1G01250",0,"AT1G01250",0,"IAA12",0,"SDG5",0,"AT1G03040",0,"AT1G03040",0,"AT1G03040",0,"SUVR1",0,"IAA10",0,"AT1G03040",0,"GIF2",0,"IAA17",0,"AGL28",0,"AGL28",0,"NAC003",0,"LHY1",0,"AT1G04990",0,"SUVR1",0,"IAA7",11.9307238987132,"AT1G01350",0,"GIF2",0,"NAC006",0,"SOM",0,"NAC005",0,"GIF2",0,"SDG5",0,"SDG5",0,"RSF1",0,"RSF1",0,"AT1G03040",0,"AT1G01250",0,"AT1G01250",0,"AT1G04880",0,"GIF2",0,"IAA12",0,"AT1G04500",0,"GIF2",0,"SUVR1",0,"NAC005",0,"GBF4",0,"AT1G04880",0,"AT1G04880",0,"RSF1",0,"AT1G04880",0,"MGP",0
"RVE1","RVE1",15.9730599210982,"AT1G01920",0,"ATAF1",0,"SUVR1",0,"IAA12",0,"IAA17",0,"AT1G01260",0,"AT1G01260",0,"AT1G04880",0,"AT1G03040",0,"NAC006",0,"NAC006",0,"NAC006",0,"IAA10",0,"SHY2",0,"NAC006",0,"AT1G01250",0,"AT1G04500",0,"ATAF1",0,"ATAF1",0,"NAC005",0,"GIF2",0,"HDG2",0,"IAA10",0,"RVE1",9.02807612035127,"ETC1",0,"AT1G01250",0,"SOM",0,"MGP",0,"RSF1",0,"AT1G01250",0,"AT1G03040",0,"AT1G03040",0,"SDG5",0,"SDG5",0,"NAC006",0,"AT1G01260",0,"AT1G01260",0,"AT1G04990",0,"AT1G01250",0,"AT1G04880",0,"IAA12",0,"AT1G01250",0,"IAA10",0,"RSF1",0,"SUVR1",0,"AT1G04990",0,"AT1G04990",0,"SDG5",0,"AT1G04990",0,"GBF4",0
"UNE16","UNE16",12.1776010680219,"NAC003",0,"PLIM2b",0,"IAA10",0,"AT1G04880",0,"AT1G04500",0,"AT1G01350",0,"AT1G01350",0,"AT1G04990",0,"NAC006",0,"SOM",0,"SOM",0,"SOM",0,"SHY2",0,"IAA17",0,"SOM",0,"AT1G01260",0,"IAA12",0,"PLIM2b",0,"PLIM2b",0,"RSF1",0,"AT1G01250",0,"AT1G05290",0,"SHY2",0,"NAC001",0,"AGL28",0,"AT1G01260",0,"MGP",0,"GBF4",0,"SDG5",0,"AT1G01260",0,"NAC006",0,"NAC006",0,"AT1G03040",0,"AT1G03040",0,"SOM",0,"AT1G01350",0,"AT1G01350",0,"HDG2",0,"AT1G01260",0,"AT1G04990",0,"AT1G04880",0,"AT1G01260",0,"SHY2",0,"SDG5",0,"IAA10",0,"HDG2",0,"HDG2",0,"AT1G03040",0,"HDG2",0,"SUVR1",0
"IAA7","IAA7",6.7072984694679,"NAC005",0,"AT1G01920",0,"SHY2",0,"AT1G04990",0,"IAA12",0,"ETC1",0,"ETC1",0,"HDG2",0,"SOM",0,"MGP",0,"MGP",0,"MGP",0,"IAA17",0,"AT1G04500",0,"MGP",0,"AT1G01350",0,"AT1G04880",0,"AT1G01920",0,"AT1G01920",0,"SDG5",0,"AT1G01260",0,"AT1G05380",0,"IAA17",0,"NGA3",0,"ATAF1",0,"AT1G01350",0,"GBF4",0,"SUVR1",0,"AT1G03040",0,"AT1G01350",0,"SOM",0,"SOM",0,"NAC006",0,"NAC006",0,"MGP",0,"ETC1",0,"ETC1",0,"AT1G05290",0,"AT1G01350",0,"HDG2",0,"AT1G04990",0,"AT1G01350",0,"IAA17",0,"AT1G03040",0,"SHY2",0,"AT1G05290",0,"AT1G05290",0,"NAC006",0,"AT1G05290",0,"IAA10",0
